Track,Album,Album Disc Number,Album Label,Album Track Number,Dates,Holiday/Special Event,Land,Loop,Loop Notes,Loop Total Length,Loop Track Length,Track Artist,Track No.,Track Notes
Brother John,The Very Best of the Neville Brothers or Treacherous: A History Of The Neville Brothers,,,,,,New Orleans Square,The Blue Bayou Restaurant,,,00:03:25.542,The Wild Tchupitoulas,11,"Note, “The Very Best” has an excellent quality version, but the first few seconds are cut off compared to the loop track. These seconds can be supplanted by a different track if desired. Track is completely faded out by 3:22.986 when next track starts"
Joe Avery’s Blues,"Modern Brass Bands, First & Second Line in New Orleans 1990-2005",,,,,,New Orleans Square,The Blue Bayou Restaurant,,,00:03:02.665,Algiers Brass Band,10,
You Can't Fly If You're Too High,Do Whatcha Wanna,,,,,,New Orleans Square,The Blue Bayou Restaurant,,,00:03:59.634,Rebirth Brass Band,12,
Bye & Bye,Do Whatcha Wanna,,,,,,New Orleans Square,The Blue Bayou Restaurant,,,00:04:19.025,Rebirth Brass Band,14,
Amazing Grace / Down By the Riverside / Amen,The Very Best of the Neville Brothers or Treacherous: A History Of The Neville Brothers,,,,,,New Orleans Square,The Blue Bayou Restaurant,,,00:04:06.651,The Neville Brothers,15,"Edited, starts at 2:09.300 and fades out by 6:15.834 of source track. Note, appears to be missing a vocal shout at 2:12.045 in source track that is clearly audible in the recording."
See loop notes,,,,,,,Fantasyland,Merlin's Marvelous Miscellany [REF],"Merlin’s Marvelous Miscellany opened on March 11, 2022 in the Sleeping Beauty Castle Courtyard. The loop is audible from a couple of ceiling speakers in the “back” of the store, opposite the register. The loop is entirely comprised of instrumental score and song instrumentals from the Sleeping Beauty animated film. Unfortunately the loop contains a high amount of unreleased score, which precludes IDing an actual tracklist. SSrustworthy was able to cobble together the loop from fan-released extended soundtracks around the internet and the Legacy Collection release, with varying quality and SFX inclusion. See SSrustworthy’s post on MouseBits, https://forums.mousebits.com/threads/merlins-marvelous-miscellany.11045/ (2024). In one reference recording, the first few tracks repeat twice before continuing with the rest of the loop.",00:27:41.262,,,,
Woody's Roundup - Riders in the Sky - Woody's Roundup (2000),,,,,,,Frontierland,Pioneer Mercantile v.4 [REF],,,00:01:12.000,Riders in the Sky,2,
The Ballad of Big Thunder Mountain (From Disneyland Forever),,,,,,,Frontierland,Pioneer Mercantile v.4 [REF],,,00:03:02.766,,18,Accompanied by a glorified slideshow
"We Don't Talk About Bruno (from ""Encanto"")",,,,,,,Frontierland,Pioneer Mercantile v.4 [REF],,,00:03:32.494,,17,
"Paul Bunyan (from ""Paul Bunyan""; 1958)",,,,,,,Frontierland,Pioneer Mercantile v.4 [REF],,,00:00:58.550,,16,
"Great Spirits (from ""Brother Bear"")",,,,,,,Frontierland,Pioneer Mercantile v.4 [REF],,,00:03:43.326,,15,
"A Cowboy Needs a Horse (from ""A Cowboy Needs a Horse""; 1956)",,,,,,,Frontierland,Pioneer Mercantile v.4 [REF],,,00:02:05.741,,14,
"The Family Madrigal (from ""Encanto""",,,,,,,Frontierland,Pioneer Mercantile v.4 [REF],,,00:04:32.505,,13,
Three Caballeros (from Ducktales 2017; season 2 ep 4?),,,,,,,Frontierland,Pioneer Mercantile v.4 [REF],,,00:01:18.734,,12,
"The Great Outdoors (from ""Disneyland Fun"" of Disney's Sing Along Songs)",,,,,,,Frontierland,Pioneer Mercantile v.4 [REF],,,00:02:02.128,The Country Bears,11,
"The Wrangler's Code (from ""The Wonderful World of Mickey Mouse"")",,,,,,,Frontierland,Pioneer Mercantile v.4 [REF],,,00:01:29.730,,10,
"On The Front Porch (from ""Summer Magic"")",,,,,,,Frontierland,Pioneer Mercantile v.4 [REF],,,00:03:19.380,Bill Ives,9,
"Colors of the Wind (from ""Pocahontas"")",,,,,,,Frontierland,Pioneer Mercantile v.4 [REF],,,00:03:21.016,,8,"fade in to remove ""you think"""
"La Llorona (from ""Coco"")",,,,,,,Frontierland,Pioneer Mercantile v.4 [REF],,,00:01:24.336,,7,
"Zorro Theme (from ""Zorro""; 1957)",,,,,,,Frontierland,Pioneer Mercantile v.4 [REF],,,00:00:43.406,,6,
"The Rainbow Connection (from ""The Muppet Movie"")",,,,,,,Frontierland,Pioneer Mercantile v.4 [REF],,,00:03:27.385,,5,
"Best of Friends (from ""The Fox and the Hound"")",,,,,,,Frontierland,Pioneer Mercantile v.4 [REF],,,00:02:07.801,,4,
"Oo-De-Lally (from ""Robin Hood"")",,,,,,,Frontierland,Pioneer Mercantile v.4 [REF],,,00:00:56.186,,3,
"Leia Breaks The News (alt) / Funeral Pyre For A Jedi (Film Version) ",Star Wars: Episode VI – Return of the Jedi,,,,"May 6, 2011",,Tomorrowland,The Star Trader v.2 [REF],,,00:02:05.262,John Williams,19,Edited to include 0:11.460 - 2:16.858. This version not commercially released.
"The Battle of Endor III (Superstructure Chase, Darth Vader’s Death, The Main Reactor)",Star Wars: Episode VI – Return of the Jedi,,,,"May 6, 2011",,Tomorrowland,The Star Trader v.2 [REF],,,00:01:34.937,John Williams,18,Edited to include 4:27.745 - 6:02.558. This version not commercially released.
"The Asteroid Field ",Star Wars: Episode V – The Empire Strikes Back,,,,"May 6, 2011",,Tomorrowland,The Star Trader v.2 [REF],,,00:03:36.590,John Williams,17,Edited to include 0:00 - 3:34.828. Crossfades into next track
"The Forest Battle ",Star Wars: Episode VI – Return of the Jedi,,,,"May 6, 2011",,Tomorrowland,The Star Trader v.2 [REF],,,00:03:57.847,John Williams,16,Edited to include 0:00.255 - 3:58.958. Crossfades into next track
"Jango's Escape ",Star Wars: Episode II – Attack of the Clones,,,,"May 6, 2011",,Tomorrowland,The Star Trader v.2 [REF],,,00:01:23.063,John Williams,15,Edited to include 0:00 - 1:23.232. Crossfades into next track
"A New Hope and End Credits ",Star Wars: Episode III – Revenge of the Sith,,,,"May 6, 2011",,Tomorrowland,The Star Trader v.2 [REF],,,00:02:55.875,John Williams,14,Edited to include 10:06.565 - 13:02.577.
"Take To Your Ships (Alternate) ",Star Wars: Episode I – The Phantom Menace,,,,"May 6, 2011",,Tomorrowland,The Star Trader v.2 [REF],,,00:01:33.303,John Williams,13,Edited to include 0:01.883 - 1:34.272. This version not commercially released. Crossfades into next track
"A New Hope and End Credits ",Star Wars: Episode III – Revenge of the Sith,,,,"May 6, 2011",,Tomorrowland,The Star Trader v.2 [REF],,,00:02:06.141,John Williams,12,Edited to include 6:43.035 - 8:49.147. Crossfades into next track
"Hyperspace ",Star Wars: Episode V – The Empire Strikes Back,,,,"May 6, 2011",,Tomorrowland,The Star Trader v.2 [REF],,,00:03:34.494,John Williams,11,Edited to include 0:00 - 3:34.536. Crossfades into next track
"A New Hope and End Credits ",Star Wars: Episode III – Revenge of the Sith,,,,"May 6, 2011",,Tomorrowland,The Star Trader v.2 [REF],,,00:01:02.066,John Williams,10,Edited to include 1:21.969 - 2:24.110. Crossfades into next track
Finale,Star Wars: Episode V – The Empire Strikes Back,,,,"May 6, 2011",,Tomorrowland,The Star Trader v.2 [REF],,,00:05:26.838,John Williams,9,Edited to include 0:56.659 - 6:20.918. Crossfades into next track
"The Wampa's Lair / Vision of Obi Wan / Snowspeeders ",Star Wars: Episode V – The Empire Strikes Back,,,,"May 6, 2011",,Tomorrowland,The Star Trader v.2 [REF],,,00:01:31.345,John Williams,8,Edited to include 6:57.149 - 8:28.518. Crossfades into next track
Pit of Carkoon / Sail Barge Assault,Star Wars: Episode VI – Return of the Jedi,,,,"May 6, 2011",,Tomorrowland,The Star Trader v.2 [REF],,,00:04:34.479 ,John Williams,7,Edited to include 1:17.035 - 5:54.421. Crossfades into next track
The Imperial March (Darth Vader's Theme),Star Wars: Episode V – The Empire Strikes Back,,,,"May 6, 2011",,Tomorrowland,The Star Trader v.2 [REF],,,00:02:58.115,John Williams,6,Edited to include 0:00.066 - 2:58.188.  Crossfades into next track
The Battle of Yavin,Star Wars: Episode IV – A New Hope,,,,"May 6, 2011",,Tomorrowland,The Star Trader v.2 [REF],,,00:01:11.616 ,John Williams,5,Edited to include 0:00 - 1:11.397. Sharp fade out after the stinger. There is a .00.376 second gap after track.
"Into the Trap ",Star Wars: Episode VI – Return of the Jedi,,,,"May 6, 2011",,Tomorrowland,The Star Trader v.2 [REF],,,00:01:25.368 ,John Williams,4,Edited to include 1:05.230 - 2:30.813. Crossfades into next track
Franklin Swing,Now & Then,,,,"October 24, 2024",,Bayou Country,Hungry Bear Barbecue Jamboree [REF],,,00:04:18.760,Larry Franklin,22,
Try Everything,Country Bear Musical Jamboree (Original Soundtrack),,,,"October 24, 2024",,Bayou Country,Hungry Bear Barbecue Jamboree [REF],,,00:03:14.415,,23,
Whistlin’ Rufus,Stuart Duncan,,,,"October 24, 2024",,Bayou Country,Hungry Bear Barbecue Jamboree [REF],,,00:02:05.046,Stuart Duncan,24,
When You And I Were Young Maggie,At Home in Maggie Valley,,,,"October 24, 2024",,Bayou Country,Hungry Bear Barbecue Jamboree [REF],,,00:03:13.058,Raymond Fairchild,25,
Steel Guitar Rag,Bluegrass 96,,,,"October 24, 2024",,Bayou Country,Hungry Bear Barbecue Jamboree [REF],,,00:04:49.725,"Rob Ickes, Mark Schatz, Wayne Benson, Scott Vestal, Aubrey Haynie, Jeff Autry",26,
Steel Guitar Chimes,Nashville Steel Guitar: 20 Greatest,,,,"October 24, 2024",,Bayou Country,Hungry Bear Barbecue Jamboree [REF],,,00:01:43.314,Little Roy Wiggins,28,
Kiss the Girl,Country Bear Musical Jamboree (Original Soundtrack),,,,"October 24, 2024",,Bayou Country,Hungry Bear Barbecue Jamboree [REF],,,00:02:24.310,,27,
" A Whole New World",Country Bear Musical Jamboree (Original Soundtrack),,,,"October 24, 2024",,Bayou Country,Hungry Bear Barbecue Jamboree [REF],,,00:02:58.118,,2,
Today I Started Love Again,The Greatest Hits of Charlie McCoy,,,,"October 24, 2024",,Bayou Country,Hungry Bear Barbecue Jamboree [REF],"This loop plays in the general seating area of the Hungry Bear Barbecue Jamboree, which opened on October 24, 2024. Tracklist compiled by SSrustworthy based on a tracklist by pixelated. See MouseBits, https://forums.mousebits.com/threads/hungry-bear-barbecue-jamboree.11064/ (2024).",01:21:49.509,00:02:29.700,Charlie McCoy,1,
Fun Ranch Boogie,Gagged But Not Bound,,,,"October 24, 2024",,Bayou Country,Hungry Bear Barbecue Jamboree [REF],,,00:02:45.621,Albert Lee,31,Edited to start at 0:03.556
"Supercalifragilisticexpialidocious ",Country Bear Musical Jamboree (Original Soundtrack),,,,"October 24, 2024",,Bayou Country,Hungry Bear Barbecue Jamboree [REF],,,00:00:47.988,,30,
Wabash Cannonball (Instrumental),Lonesome Whistle (Instrumental),,,,"October 24, 2024",,Bayou Country,Hungry Bear Barbecue Jamboree [REF],,,00:02:46.670,"Mark Howard, Sam Bush, and Stuart Duncan",29,
Fireball Mail,The Great Dobro Sessions,,,,"October 24, 2024",,Bayou Country,Hungry Bear Barbecue Jamboree [REF],,,00:02:41.501,"Josh Graves, Rob Ickes",7,
Fixer Upper,Country Bear Musical Jamboree (Original Soundtrack),,,,"October 24, 2024",,Bayou Country,Hungry Bear Barbecue Jamboree [REF],,,00:02:15.632,,6,
Save the Last Dance,"Lessons in Folk , Vol. 1: Southern Jamtracks for Players and Lovers",,,,"October 24, 2024",,Bayou Country,Hungry Bear Barbecue Jamboree [REF],,,00:01:34.411,Garden of Delight,5,
I Want to Be a Cowboy’s Sweetheart (Instrumental),Cowboy Roundup (Instrumental),,,,"October 24, 2024",,Bayou Country,Hungry Bear Barbecue Jamboree [REF],,,00:03:14.330,"Mark Howard, Tim Crouch, Stuart Duncan, Jeff Taylor",4,
Guitar Polka,Doc and Merle Watson’s Guitar Album,,,,"October 24, 2024",,Bayou Country,Hungry Bear Barbecue Jamboree [REF],,,00:02:14.383,"Doc Watson, Merle Watson",3,Starts at 0:01.795 of source track
You’ve Got a Friend in Me,Country Bear Musical Jamboree (Original Soundtrack),,,,"October 24, 2024",,Bayou Country,Hungry Bear Barbecue Jamboree [REF],,,00:01:51.075,,12,
Earl’s Breakdown,Banjo Bandits,,,,"October 24, 2024",,Bayou Country,Hungry Bear Barbecue Jamboree [REF],,,00:02:24.261,"Roy Clark, Buck Trent",11,
Stumptown,Why Should The Fire Die?,,,,"October 24, 2024",,Bayou Country,Hungry Bear Barbecue Jamboree [REF],,,00:01:36.395,Nickel Creek,10,
New Waltz,Going Home,,,,"October 24, 2024",,Bayou Country,Hungry Bear Barbecue Jamboree [REF],,,00:03:19.856,"Joe Newberry, April Verch",9,
Brilliancy,Playin’ In This Town,,,,"October 24, 2024",,Bayou Country,Hungry Bear Barbecue Jamboree [REF],,,00:02:06.367,Maddie Denton,8,
Black Mountain Blues,With The Travelin’ Blues,,,,"October 24, 2024",,Bayou Country,Hungry Bear Barbecue Jamboree [REF],,,00:03:03.707,Mac Martin & The Dixie Travelers,13,Plays at a rate of 1.021x album track
Fiddling Under the Mistletoe,Once A Day,,,,"October 24, 2024",,Bayou Country,Hungry Bear Barbecue Jamboree [REF],,,00:02:47.948,April Verch,18,
Texoma Bound,The Time Jumpers,,,,"October 24, 2024",,Bayou Country,Hungry Bear Barbecue Jamboree [REF],,,00:03:31.144,The Time Jumpers,17,
The Bare Necessities,Country Bear Musical Jamboree (Original Soundtrack),,,,"October 24, 2024",,Bayou Country,Hungry Bear Barbecue Jamboree [REF],,,00:02:46.877,,16,
Foolin’ Around,Doin’ My Time,,,,"October 24, 2024",,Bayou Country,Hungry Bear Barbecue Jamboree [REF],,,00:02:53.591,Aubrey Haynie,15,
Smokey Mountain Rag,"The Steel Guitar And Dobro Sounds Of Shot Jackson And Buddy Emmons ",,,,"October 24, 2024",,Bayou Country,Hungry Bear Barbecue Jamboree [REF],,,00:02:04.763,"Shot Jackson, Buddy Emmons",14,
Banjo Bounce,Shelton Special,,,,"October 24, 2024",,Bayou Country,Hungry Bear Barbecue Jamboree [REF],,,00:02:34.799,Allen Shelton,19,
Cascade,Chet Atkins: The Master And His Music,,,,"October 24, 2024",,Bayou Country,Hungry Bear Barbecue Jamboree [REF],,,00:02:23.762,Chet Atkins,20,
Roger and Marty,Tavern Tales,,,,"October 24, 2024",,Bayou Country,Hungry Bear Barbecue Jamboree [REF],,,00:02:47.965,Roy Edwin WIlliams,21,
Blow The Man Down,Songs of the Sea,,Columbia Records,,"July 29, 2017",,Frontierland,S.S. Columbia Attraction v.5,,,,Norman Luboff Choir,10,Load/Unload
Tiger Rag,,,,,,,Frontierland,Mark Twain Riverboat v.5,"This is a collection of tracks that play in sync with the narration on the Mark Twain Riverboat. This track was introduced between the closure of Splash Mountain in May 2023 and March 2024. The narration changed in November of 2024 for the opening of Tiana’s Bayou Adventure, but the musical selections remained the same. See MouseBits, https://forums.mousebits.com/threads/the-music-of-the-mark-twain-riverboat.10846/ (2024).",N/A,,Dutch Swing College Band,1,Plays before castoff as boat is loading at the dock.
Way Down in New Orleans (with vocals),"The Princess and the Frog OST ",,,,,,Frontierland,Mark Twain Riverboat v.5,,,,,2,
Almost There (with vocals),"The Princess and the Frog OST ",,,,,,Frontierland,Mark Twain Riverboat v.5,,,,,3,"Temporary addition for the construction of Tiana’s Bayou Adventure. Narration: ""Beyond those levee walls on the port side is the bayou, the future home of Tiana's Bayou Adventure. Princess Tiana swears there's magic out there, and wherever you find magic, you're bound to find surprises. Blue skies and sunshine guaranteed. It's not quite finished yet, but we're almost there.”"
Cedar Falls 2613/3,Banjo ANW 2613,,,,,,Frontierland,Mark Twain Riverboat v.5,,,,"Leon Hunt, Josh Clark",4,
"Red River Valley (Instrumental) ",Red River Valley,,,,,,Frontierland,Mark Twain Riverboat v.5,,,,Paco Ship,5,
Pirate’s Cove Medley,Sea Changes of the Toucan Pirates,,,,,,Frontierland,Mark Twain Riverboat v.5,,,,Toucan Pirates,6,
Unclouded Day,Smoky Mountain Hymns,,,,,,Frontierland,Mark Twain Riverboat v.5,,,,Studio Musicians,7,"Note: Shazam thinks this tune is by artist Craig Duncan, but the arrangement lines up with the Smoky Mountain Hymns version, and was correctly identified by other services"
"Lord, Lord, Lord, You Sure Been Good to Me",Here Come da Great Olympia Band,,,,,,Frontierland,Mark Twain Riverboat v.5,,,,Dejan’s Olympia Brass Band,8,Plays after narration track finishes at unload.
What Else Can I Do,Encanto OST,,,,,,Fantasyland,Bibbidi Bobbidi Boutique v.3 [INC],"Plays in the interior of Bibbidi Bobbidi Boutique. This loop probably changed to its third (?) iteration sometime between January 2023 and May 2024. Partial tracklist compiled by SSrustworthy based on a 2024 reference recording. See MouseBits, https://mousebits.com/smf/index.php?topic=8312.msg99304#msg99304 (2024).",Unknown (> 45 min),,,1,
Do You Want To Build a Snowman,Frozen OST,,,,,,Fantasyland,Bibbidi Bobbidi Boutique v.3 [INC],,,,,2,
Belle,Beauty and the Beast OST,,,,,,Fantasyland,Bibbidi Bobbidi Boutique v.3 [INC],,,,,3,
A Whole New World,Aladdin OST,,,,,,Fantasyland,Bibbidi Bobbidi Boutique v.3 [INC],,,,,4,
With a Smile and a Song,Snow White OST,,,,,,Fantasyland,Bibbidi Bobbidi Boutique v.3 [INC],,,,,5,
A Dream is a Wish Your Heart Makes,Cinderella OST,,,,,,Fantasyland,Bibbidi Bobbidi Boutique v.3 [INC],,,,,6,
I See the Light,Tangled OST,,,,,,Fantasyland,Bibbidi Bobbidi Boutique v.3 [INC],,,,,7,
Once Upon a Dream,Sleeping Beauty OST,,,,,,Fantasyland,Bibbidi Bobbidi Boutique v.3 [INC],,,,,8,
Kiss the Girl,The Little Mermaid OST,,,,,,Fantasyland,Bibbidi Bobbidi Boutique v.3 [INC],,,,,9,
Beauty and the Beast,Beauty and the Beast OST,,,,,,Fantasyland,Bibbidi Bobbidi Boutique v.3 [INC],,,,,10,
Part of Your World (reprise),The Little Mermaid OST,,,,,,Fantasyland,Bibbidi Bobbidi Boutique v.3 [INC],,,,,15,
Speechless,Aladdin (2019) OST,,,,,,Fantasyland,Bibbidi Bobbidi Boutique v.3 [INC],,,,,14,
Let It Go,Frozen OST,,,,,,Fantasyland,Bibbidi Bobbidi Boutique v.3 [INC],,,,,13,
Whistle While You Work,Snow White OST,,,,,,Fantasyland,Bibbidi Bobbidi Boutique v.3 [INC],,,,,12,
Almost There,The Princess and the Frog OST,,,,,,Fantasyland,Bibbidi Bobbidi Boutique v.3 [INC],,,,,11,
Where You Are,Moana OST,,,,,,Fantasyland,Bibbidi Bobbidi Boutique v.3 [INC],,,,,18,
When Will My Life Begin,Tangled OST,,,,,,Fantasyland,Bibbidi Bobbidi Boutique v.3 [INC],,,,,17,
Be Our Guest,Beauty and the Beast OST,,,,,,Fantasyland,Bibbidi Bobbidi Boutique v.3 [INC],,,,,16,
Alliance Assembly,Star Wars Episode VI: Return Of The Jedi,,,,,Season of the Force,Tomorrowland,Hyperspace Mountain Single Rider Queue,"During the Hyperspace Mountain overlay for Space Mountain, this loop can be heard in the hallway where the single rider line is located (as of May 2024). It is unclear whether it can be heard elsewhere in the queue. Tracklist compiled by SSrustworthy based on a 2024 reference recording.",02:03.483,02:03.483,John Williams,1,"Single-track loop, start - 2:03.984 of track"
Dixie Doodle Girl March,Orchestrion Favorites from the Frick,,,,,,Main Street U.S.A.,Emporium plush toy department [REF],"This loop plays in the Emporium, specifically in the plush toy department (which has no official title). It is unclear when the loop was first introduced. All source tracks have a playback rate of 1.088530x speed. There are no edits to any of the source tracks besides the faster playback rate. Tracklist compiled by pixelated and IHeartGaming based on a 2020 reference recording by pixelated. Still playing as of 2024. See MouseBits, https://forums.mousebits.com/threads/emporium-plush-toy-department.11163/ (2025).",00:55:50,,Powell,1,
Ma Belle Evangeline,Disney Guitar: Break Time,,,,,,Bayou Country,Ray's Berets [REF],"This loop plays in the interior of Ray’s Berets, which opened on October 25, 2024. Tracklist compiled by SSrustworthy and pixelated based on a reconstruction by pixelated. See MouseBits, https://forums.mousebits.com/threads/rays-berets.11066/ (2024).",00:59:07.437,00:01:51.083,Disney Peaceful Guitar,1,
Ballade Entre Deux,"Guitares De France, Vol. 1",,,,,,Bayou Country,Ray's Berets [REF],,,00:01:31.115,Jean-Philippe Crespin and Knobs Caxur,2,
Sleepy Time Down South 2 2674/40,Banjo Moods ANW 2674,,,,,,Bayou Country,Ray's Berets [REF],,,00:02:13.855,"Josh Clark, Leon Hunt",20,
November Waltz,Hei-wa Hoedown,,,,,,Bayou Country,Ray's Berets [REF],,,00:02:54.103,Walt Koken,19,
Waltz for Courtney,Cascade,,,,,,Bayou Country,Ray's Berets [REF],,,00:01:43.617,Wes Corbett feat. Chris Eldridge & Paul Kowert,18,
Impromptu,Tone Poets (Various),,,,,,Bayou Country,Ray's Berets [REF],,,00:01:33.748,Andy Statman and Enrique Coria,17,
Ton Amour C'est Ma Vie,Le Disque Français,,,,,,Bayou Country,Ray's Berets [REF],,,00:04:01.119,Dan Newton's Café Accordion Orchestra,16,
Nuages,Stumptown Swing,,,,,,Bayou Country,Ray's Berets [REF],,,00:02:43.489,Mike Burdette and Tim Connell,15,
Strolling Through Time,Strolling Through Time,,,,,,Bayou Country,Ray's Berets [REF],,,00:01:52.135,Jody Hughes,14,
Midnight on the Water,The Harmonic Tone Revealers,,,,,,Bayou Country,Ray's Berets [REF],,,00:02:25.890,John Reischman and Scott Nygaard,13,
The Peace of the Woods,Victor Furtado,,,,,,Bayou Country,Ray's Berets [REF],,,00:02:28.520,Victor Furtado,12,
Valse Passante,"Guitares De France, Vol. 1",,,,,,Bayou Country,Ray's Berets [REF],,,00:05:06.410,Jean-Philippe Crespin and Knobs Caxur,11,
Ma Belle Evangeline,Disney Guitar: Break Time,,,,,,Bayou Country,Ray's Berets [REF],,,00:03:24.096,Disney Peaceful Guitar,10,
Whiskey Waltz 4 3296/83,Mississippi Jug Band ANW 3296,,,,,,Bayou Country,Ray's Berets [REF],,,00:05:02.257,"Lincoln Grounds, Thomm Jutz",9,
Phoebe's Lullaby,The Patuxent Banjo Project,,,,,,Bayou Country,Ray's Berets [REF],,,00:04:49.139,Gina Clowes,8,
Michael Turner's Waltz,Michael Turner's Waltz,,,,,,Bayou Country,Ray's Berets [REF],,,00:03:04.354,Jon Mills,7,
"Kate, Bride of Matt",Farewell My Home,,,,,,Bayou Country,Ray's Berets [REF],,,00:03:24.159,Tony Ellis,6,
Barbara's Waltz,Fiddle Tunes for Banjo,,,,,,Bayou Country,Ray's Berets [REF],,,00:03:17.542,Béla Fleck,5,
"Les chemins de l'amour, FP 106: Les Chemins De L'Amour",Hot Club Of San Francisco: Bohemian Maestro Django Reinhardt and the Impressionists,,,,,,Bayou Country,Ray's Berets [REF],,,00:04:36.665,Hot Club of San Francisco,4,
Bon Eleve,"Guitares De France, Vol. 1",,,,,,Bayou Country,Ray's Berets [REF],,,00:01:49.713,Jean-Philippe Crespin and Knobs Caxur,3,
Moonglow,Swingmatism,,,,,,New Orleans Square,Tiana's Palace,"This loop plays in the restaurant interior and exterior seating area of Tiana’s Palace, which opened on September 7, 2023. It is also played in the Magnolia Park area across the walkway by the Haunted Mansion. This tracklist was compiled by pixelated and sorker based on his 2023 reference recording. SSrustworthy has confirmed that the interior loop is the same. See MouseBits, https://forums.mousebits.com/threads/tianas-palace.11068/ (2024). Kim Irvine according to the D23 blog has stated, “Our musicians at Walt Disney Imagineering put together a fabulous jazz score for inside the restaurant! It feels authentic to the space, and it adds an excited energy.” See https://thewaltdisneycompany.com/how-tianas-palace-infuses-authentic-new-orleans-flavor-into-its-menu-and-more/",01:25:35.232,00:05:11.973560,The Solomon Douglas Swingtet,1,
West End Blues,The Bright Mississippi,,,,,,New Orleans Square,Tiana's Palace,,,00:03:48.323583,Allen Toussaint,2,
Funky Blues,Swingmatism,,,,,,New Orleans Square,Tiana's Palace,,,00:07:10.746825,The Solomon Douglas Swingtet,3,
Washboard Blues,Mood Indigo,,,,,,New Orleans Square,Tiana's Palace,,,00:03:43.934717,Pete Fountain,4,
The Viper,Dixieland (New Orleans Jazz),,,,,,New Orleans Square,Tiana's Palace,,,00:02:34.332358,"Bill Reynolds, Billy Novick, and Paul Lenart",5,
Somebody Else is Taking My Place,Songs of New Orleans,,,,,,New Orleans Square,Tiana's Palace,,,00:07:47.044853,Preservation Hall Jazz Band,6,Not from the live album
Creole Nights,Dancing in the Sky,,,,,,New Orleans Square,Tiana's Palace,,,00:05:58.744626,Dr. Michael White,7,
Tom Cat Blues,"Night on Frenchmen Street (feat. Shaye Cohn, Kerry Lewis & Gregory Agid)",,,,,,New Orleans Square,Tiana's Palace,,,00:02:50.592313,Norbert Susemihl,8,
Some of these Days," Dutch Swing College Band 1960",,,,,,New Orleans Square,Tiana's Palace,,,00:04:02.664762,Dutch Swing College Band,9,
Singin' the Blues,The Bright Mississippi,,,,,,New Orleans Square,Tiana's Palace,,,00:05:36.264286,Allen Toussaint,10,
Canal Street Blues,Smiles,,,,,,New Orleans Square,Tiana's Palace,,,00:04:13.282948,Peoria Jazzband,11,
Muskogee Blue,Pee Wee's Song,,,,,,New Orleans Square,Tiana's Palace,,,00:05:10.053741,Jon-Erik Kellso,12,
New Orleans Bump,Ain’t No School Like the Old School,,,,,,New Orleans Square,Tiana's Palace,,,00:03:33.250862,The Solomon Douglas Swingtet,13,
Basin Street Blues,The Curious Case of Benjamin Button OST,,,,,,New Orleans Square,Tiana's Palace,,,00:07:28.703900,Preservation Hall Jazz Band,14,
Blues in the Air,Ain’t No School Like the Old School,,,,,,New Orleans Square,Tiana's Palace,,,00:05:43.620975,The Solomon Douglas Swingtet,15,
Creole Love Call,20 Years Piccadilly Six,,,,,,New Orleans Square,Tiana's Palace,,,00:03:29.209206,Piccadilly Six,16,
Couleur de Créole,The Blue Book of Storyville,,,,,,New Orleans Square,Tiana's Palace,,,00:03:06.262358,Don Vappie and Jazz Créole,17,
Wild Man Blues,Gumbo Nouveau,,,,,,New Orleans Square,Tiana's Palace,,,00:03:55.855238,Nicholas Payton,18,
See track notes,Unreleased,,,,"November 21, 2024",,New Orleans Square,Haunted Mansion Queue,"This custom queue loop began playing in the exterior garden area with the reopening of the Haunted Mansion in January 2025. Variations on a central track play in sync across the 4 different areas of the queue, which includes the Statue Courtyard, Madame Leota’s Sanctum Garden, the Mansion Greenhouse, and the Pet & Residential Cemeteries (ghostly choral music). The music was composed by https://www.egoplum.com/. A sample of his work for the queue music is https://soundcloud.com/laughing-place/haunted-mansion-new-queue-area-music-disneyland. See MouseBits, https://forums.mousebits.com/threads/new-haunted-mansion-queue-music.11081/ (2025). A reference recording is available on https://www.youtube.com/watch?v=vSxRIbxLRSo&list=RDvSxRIbxLRSo&start_radio=1.",~10:06,,Ernest “Ego” Plum; Buddy Baker,1,
Phantom Fairground ANW 2984/06,Scoring Sessions Mystery ANW 2984,,,,"December 23, 2024",,New Orleans Square,Madame Leota's Somewhere Beyond [REF],"Madame Leota’s Somewhere Beyond opened as the exit gift shop for the Haunted Mansion on December 23, 2024. The music loop plays from speakers high overhead. Several SFX (including snippets of HM on-ride music) emulating otherworldly interference are present in the loop alongside heavily edited musical tracks. Tracklist compiled by pixelated and SSrustworthy. See MouseBits, https://forums.mousebits.com/threads/madame-leotas-somewhere-beyond.11082/https://forums.mousebits.com/threads/madame-leotas-somewhere-beyond.11082/(2025).",35:25.965,,"Chris Egan, Andrew Cooksley, Trystan Francis",1,
Waltz with a Spirit 2 ANW 2730/121,Boy Treble ANW 2730,,,,"December 23, 2024",,New Orleans Square,Madame Leota's Somewhere Beyond [REF],,,,"Ben Parry, Benedict Madden",2,
Bearded Lady ANW 2757/2,Time Traveller ANW 2757,,,,"December 23, 2024",,New Orleans Square,Madame Leota's Somewhere Beyond [REF],,,,David O'Brien,3,
